round_epochs,val_loss,val_acc,val_precision,val_recall,val_f1_score1,loss,acc,precision,recall,f1_score1,output_dim,batch_size,epochs,dropout,activation
3,0.7091664903549127,0.6264696002687269,0.6090843330744653,0.5328026875017632,0.5638690012431121,0.45551311774106934,0.7862078894327671,0.7782860096064556,0.7473382321002674,0.757212480858908,100,64,3,0.1,<function tanh at 0x000001FAE9ED51E0>
